frame,track,x1,y1,x2,y2,cx,cy,height,score,ema,level
398,2,469,44,546,207,507.5,125.5,163.0,0.000,0.000,GREEN
399,1,435,144,538,341,486.5,242.5,197.0,0.000,0.000,GREEN
399,2,468,43,545,202,506.5,122.5,159.0,0.000,0.000,GREEN
400,2,468,43,544,200,506.0,121.5,157.0,0.000,0.000,GREEN
400,1,438,142,537,341,487.5,241.5,199.0,0.850,0.340,YELLOW
401,1,435,142,538,341,486.5,241.5,199.0,0.850,0.544,YELLOW
401,2,467,43,542,182,504.5,112.5,139.0,0.000,0.000,GREEN
402,1,435,142,538,341,486.5,241.5,199.0,0.850,0.666,YELLOW
402,2,467,43,542,181,504.5,112.0,138.0,0.000,0.000,GREEN
403,1,436,142,537,340,486.5,241.0,198.0,0.850,0.740,YELLOW
403,2,466,43,540,186,503.0,114.5,143.0,0.000,0.000,GREEN
404,2,464,43,538,181,501.0,112.0,138.0,0.000,0.000,GREEN
404,1,449,140,537,340,493.0,240.0,200.0,0.000,0.444,YELLOW
405,2,462,42,538,175,500.0,108.5,133.0,0.000,0.000,GREEN
405,1,458,139,537,339,497.5,239.0,200.0,0.000,0.266,GREEN
406,1,458,137,536,338,497.0,237.5,201.0,0.000,0.160,GREEN
406,2,461,43,536,160,498.5,101.5,117.0,0.000,0.000,GREEN
407,2,461,43,536,160,498.5,101.5,117.0,0.000,0.000,GREEN
407,1,457,137,536,338,496.5,237.5,201.0,0.000,0.096,GREEN
408,2,459,43,536,160,497.5,101.5,117.0,0.000,0.000,GREEN
408,1,450,134,536,340,493.0,237.0,206.0,0.000,0.058,GREEN
409,2,457,43,535,160,496.0,101.5,117.0,0.000,0.000,GREEN
409,1,447,131,537,340,492.0,235.5,209.0,0.000,0.035,GREEN
410,1,449,130,537,341,493.0,235.5,211.0,0.000,0.021,GREEN
410,2,456,43,532,161,494.0,102.0,118.0,0.000,0.000,GREEN
411,1,449,131,536,341,492.5,236.0,210.0,0.000,0.012,GREEN
411,2,456,43,531,161,493.5,102.0,118.0,0.000,0.000,GREEN
412,2,456,43,531,161,493.5,102.0,118.0,0.000,0.000,GREEN
412,1,449,131,536,341,492.5,236.0,210.0,0.000,0.007,GREEN
413,1,450,130,537,341,493.5,235.5,211.0,0.000,0.004,GREEN
413,2,455,42,530,159,492.5,100.5,117.0,0.000,0.000,GREEN
414,1,449,130,536,340,492.5,235.0,210.0,0.000,0.003,GREEN
414,2,452,43,529,162,490.5,102.5,119.0,0.000,0.000,GREEN
415,1,450,131,536,337,493.0,234.0,206.0,0.000,0.002,GREEN
415,2,448,43,529,223,488.5,133.0,180.0,0.000,0.000,GREEN
416,1,449,130,536,336,492.5,233.0,206.0,0.000,0.001,GREEN
416,2,448,44,528,227,488.0,135.5,183.0,0.000,0.000,GREEN
417,2,448,44,528,227,488.0,135.5,183.0,0.000,0.000,GREEN
417,1,450,130,536,336,493.0,233.0,206.0,0.000,0.001,GREEN
418,2,448,44,528,226,488.0,135.0,182.0,0.000,0.000,GREEN
418,1,449,130,536,333,492.5,231.5,203.0,0.000,0.000,GREEN
419,2,448,44,528,222,488.0,133.0,178.0,0.000,0.000,GREEN
419,1,449,131,536,329,492.5,230.0,198.0,0.000,0.000,GREEN
420,1,450,129,536,327,493.0,228.0,198.0,0.000,0.000,GREEN
420,2,446,44,527,211,486.5,127.5,167.0,0.000,0.000,GREEN
421,2,446,45,526,216,486.0,130.5,171.0,0.000,0.000,GREEN
421,1,452,132,536,325,494.0,228.5,193.0,0.000,0.000,GREEN
422,1,452,132,536,325,494.0,228.5,193.0,0.000,0.000,GREEN
422,2,446,45,526,216,486.0,130.5,171.0,0.000,0.000,GREEN
423,2,447,45,525,215,486.0,130.0,170.0,0.000,0.000,GREEN
423,1,453,131,536,323,494.5,227.0,192.0,0.000,0.000,GREEN
424,1,453,131,535,320,494.0,225.5,189.0,0.000,0.000,GREEN
424,2,447,46,525,217,486.0,131.5,171.0,0.000,0.000,GREEN
425,1,453,129,535,318,494.0,223.5,189.0,0.000,0.000,GREEN
425,2,445,46,524,221,484.5,133.5,175.0,0.000,0.000,GREEN
426,1,454,130,534,316,494.0,223.0,186.0,0.000,0.000,GREEN
426,2,447,46,524,226,485.5,136.0,180.0,0.000,0.000,GREEN
427,1,454,130,534,316,494.0,223.0,186.0,0.000,0.000,GREEN
427,2,447,46,524,226,485.5,136.0,180.0,0.000,0.000,GREEN
428,1,455,130,534,316,494.5,223.0,186.0,0.000,0.000,GREEN
428,2,447,48,524,227,485.5,137.5,179.0,0.000,0.000,GREEN
429,1,453,129,533,314,493.0,221.5,185.0,0.000,0.000,GREEN
429,2,446,46,523,222,484.5,134.0,176.0,0.000,0.000,GREEN
430,1,453,128,533,313,493.0,220.5,185.0,0.000,0.000,GREEN
430,2,446,46,524,209,485.0,127.5,163.0,0.000,0.000,GREEN
431,1,453,130,533,312,493.0,221.0,182.0,0.000,0.000,GREEN
431,2,448,47,524,216,486.0,131.5,169.0,0.000,0.000,GREEN
432,2,448,47,524,216,486.0,131.5,169.0,0.000,0.000,GREEN
432,1,453,130,533,312,493.0,221.0,182.0,0.000,0.000,GREEN
433,2,447,48,523,217,485.0,132.5,169.0,0.000,0.000,GREEN
433,1,455,131,533,313,494.0,222.0,182.0,0.000,0.000,GREEN
434,1,456,131,532,313,494.0,222.0,182.0,0.000,0.000,GREEN
434,2,446,48,522,219,484.0,133.5,171.0,0.000,0.000,GREEN
435,1,454,131,533,313,493.5,222.0,182.0,0.000,0.000,GREEN
435,2,447,49,523,213,485.0,131.0,164.0,0.000,0.000,GREEN
436,1,454,131,532,314,493.0,222.5,183.0,0.000,0.000,GREEN
436,2,447,50,523,210,485.0,130.0,160.0,0.000,0.000,GREEN
437,2,447,50,523,210,485.0,130.0,160.0,0.000,0.000,GREEN
437,1,453,131,533,314,493.0,222.5,183.0,0.000,0.000,GREEN
438,1,450,130,533,314,491.5,222.0,184.0,0.000,0.000,GREEN
438,2,446,50,524,203,485.0,126.5,153.0,0.000,0.000,GREEN
439,1,452,130,532,314,492.0,222.0,184.0,0.000,0.000,GREEN
439,2,444,51,524,202,484.0,126.5,151.0,0.000,0.000,GREEN
440,1,453,130,533,314,493.0,222.0,184.0,0.000,0.000,GREEN
440,2,443,52,525,202,484.0,127.0,150.0,0.000,0.000,GREEN
441,1,453,130,533,314,493.0,222.0,184.0,0.000,0.000,GREEN
441,2,444,52,526,205,485.0,128.5,153.0,0.000,0.000,GREEN
442,2,444,52,526,205,485.0,128.5,153.0,0.000,0.000,GREEN
442,1,453,130,533,314,493.0,222.0,184.0,0.000,0.000,GREEN
443,1,454,130,534,313,494.0,221.5,183.0,0.000,0.000,GREEN
443,2,444,53,526,207,485.0,130.0,154.0,0.000,0.000,GREEN
444,1,453,130,533,314,493.0,222.0,184.0,0.000,0.000,GREEN
444,2,444,55,526,212,485.0,133.5,157.0,0.000,0.000,GREEN
445,1,454,131,533,316,493.5,223.5,185.0,0.000,0.000,GREEN
445,2,443,56,526,214,484.5,135.0,158.0,0.000,0.000,GREEN
446,2,442,57,526,214,484.0,135.5,157.0,0.000,0.000,GREEN
446,1,456,132,534,315,495.0,223.5,183.0,0.000,0.000,GREEN
447,2,442,57,526,215,484.0,136.0,158.0,0.000,0.000,GREEN
447,1,456,131,534,316,495.0,223.5,185.0,0.000,0.000,GREEN
448,1,457,131,535,317,496.0,224.0,186.0,0.000,0.000,GREEN
448,2,446,58,526,215,486.0,136.5,157.0,0.000,0.000,GREEN
449,1,460,132,536,317,498.0,224.5,185.0,0.000,0.000,GREEN
449,2,448,58,525,220,486.5,139.0,162.0,0.000,0.000,GREEN
450,1,458,132,536,317,497.0,224.5,185.0,0.000,0.000,GREEN
450,2,444,58,525,221,484.5,139.5,163.0,0.000,0.000,GREEN
451,2,445,58,525,224,485.0,141.0,166.0,0.000,0.000,GREEN
451,1,463,133,536,317,499.5,225.0,184.0,0.000,0.000,GREEN
452,1,463,133,536,317,499.5,225.0,184.0,0.000,0.000,GREEN
452,2,444,59,525,224,484.5,141.5,165.0,0.000,0.000,GREEN
453,1,465,133,537,316,501.0,224.5,183.0,0.000,0.000,GREEN
453,2,440,59,525,224,482.5,141.5,165.0,0.000,0.000,GREEN
454,2,440,60,526,223,483.0,141.5,163.0,0.000,0.000,GREEN
454,1,464,133,537,315,500.5,224.0,182.0,0.000,0.000,GREEN
455,1,464,133,538,314,501.0,223.5,181.0,0.000,0.000,GREEN
455,2,441,60,526,220,483.5,140.0,160.0,0.000,0.000,GREEN
456,1,464,133,537,313,500.5,223.0,180.0,0.000,0.000,GREEN
456,2,449,60,527,226,488.0,143.0,166.0,0.000,0.000,GREEN
457,1,464,133,537,313,500.5,223.0,180.0,0.000,0.000,GREEN
457,2,448,60,527,226,487.5,143.0,166.0,0.000,0.000,GREEN
458,1,465,133,538,313,501.5,223.0,180.0,0.000,0.000,GREEN
458,2,447,60,528,228,487.5,144.0,168.0,0.000,0.000,GREEN
459,1,464,132,539,313,501.5,222.5,181.0,0.000,0.000,GREEN
459,2,442,60,529,229,485.5,144.5,169.0,0.000,0.000,GREEN
460,2,441,60,530,229,485.5,144.5,169.0,0.000,0.000,GREEN
460,1,464,132,540,311,502.0,221.5,179.0,0.000,0.000,GREEN
461,1,464,131,541,311,502.5,221.0,180.0,0.000,0.000,GREEN
461,2,442,61,529,225,485.5,143.0,164.0,0.000,0.000,GREEN
462,1,464,131,541,311,502.5,221.0,180.0,0.000,0.000,GREEN
462,2,441,61,529,226,485.0,143.5,165.0,0.000,0.000,GREEN
463,1,465,131,542,311,503.5,221.0,180.0,0.000,0.000,GREEN
463,2,447,61,528,228,487.5,144.5,167.0,0.000,0.000,GREEN
464,1,465,131,543,310,504.0,220.5,179.0,0.000,0.000,GREEN
464,2,448,61,528,226,488.0,143.5,165.0,0.000,0.000,GREEN
465,1,466,132,543,308,504.5,220.0,176.0,0.000,0.000,GREEN
465,2,445,61,527,220,486.0,140.5,159.0,0.000,0.000,GREEN
466,1,466,131,544,309,505.0,220.0,178.0,0.000,0.000,GREEN
466,2,439,61,528,217,483.5,139.0,156.0,0.000,0.000,GREEN
467,1,466,131,544,309,505.0,220.0,178.0,0.000,0.000,GREEN
467,2,440,61,528,218,484.0,139.5,157.0,0.000,0.000,GREEN
468,1,468,131,546,308,507.0,219.5,177.0,0.000,0.000,GREEN
468,2,443,61,530,218,486.5,139.5,157.0,0.000,0.000,GREEN
469,1,468,131,546,308,507.0,219.5,177.0,0.000,0.000,GREEN
469,2,444,60,529,223,486.5,141.5,163.0,0.000,0.000,GREEN
470,1,469,131,549,307,509.0,219.0,176.0,0.000,0.000,GREEN
470,2,438,60,527,224,482.5,142.0,164.0,0.000,0.000,GREEN
471,1,468,130,550,306,509.0,218.0,176.0,0.000,0.000,GREEN
471,2,439,60,527,226,483.0,143.0,166.0,0.000,0.000,GREEN
472,1,468,130,550,306,509.0,218.0,176.0,0.000,0.000,GREEN
472,2,439,60,527,225,483.0,142.5,165.0,0.000,0.000,GREEN
473,1,469,131,552,307,510.5,219.0,176.0,0.000,0.000,GREEN
473,2,438,59,525,223,481.5,141.0,164.0,0.000,0.000,GREEN
474,2,438,60,525,223,481.5,141.5,163.0,0.000,0.000,GREEN
474,1,471,131,553,307,512.0,219.0,176.0,0.000,0.000,GREEN
475,2,438,60,525,221,481.5,140.5,161.0,0.000,0.000,GREEN
475,1,471,131,554,306,512.5,218.5,175.0,0.000,0.000,GREEN
476,2,438,60,525,220,481.5,140.0,160.0,0.000,0.000,GREEN
476,1,472,132,557,310,514.5,221.0,178.0,0.000,0.000,GREEN
477,1,471,132,557,310,514.0,221.0,178.0,0.000,0.000,GREEN
477,2,438,60,525,221,481.5,140.5,161.0,0.000,0.000,GREEN
478,1,470,133,559,310,514.5,221.5,177.0,0.000,0.000,GREEN
478,2,438,60,525,211,481.5,135.5,151.0,0.000,0.000,GREEN
479,2,438,60,525,209,481.5,134.5,149.0,0.000,0.000,GREEN
479,1,470,133,560,310,515.0,221.5,177.0,0.000,0.000,GREEN
480,2,438,62,525,200,481.5,131.0,138.0,0.000,0.000,GREEN
480,1,475,133,563,311,519.0,222.0,178.0,0.000,0.000,GREEN
481,2,438,62,525,202,481.5,132.0,140.0,0.000,0.000,GREEN
481,1,481,134,565,309,523.0,221.5,175.0,0.000,0.000,GREEN
482,2,438,62,525,202,481.5,132.0,140.0,0.000,0.000,GREEN
482,1,480,134,564,311,522.0,222.5,177.0,0.000,0.000,GREEN
483,2,439,62,526,203,482.5,132.5,141.0,0.000,0.000,GREEN
483,1,480,134,566,309,523.0,221.5,175.0,0.000,0.000,GREEN
484,1,476,134,567,312,521.5,223.0,178.0,0.000,0.000,GREEN
484,2,438,63,526,192,482.0,127.5,129.0,0.000,0.000,GREEN
485,2,437,63,526,193,481.5,128.0,130.0,0.000,0.000,GREEN
485,1,479,135,567,311,523.0,223.0,176.0,0.000,0.000,GREEN
486,2,437,63,527,192,482.0,127.5,129.0,0.000,0.000,GREEN
486,1,484,134,569,310,526.5,222.0,176.0,0.000,0.000,GREEN
487,1,484,134,569,310,526.5,222.0,176.0,0.000,0.000,GREEN
487,2,436,63,527,193,481.5,128.0,130.0,0.000,0.000,GREEN
488,2,435,63,526,193,480.5,128.0,130.0,0.000,0.000,GREEN
488,1,486,133,570,310,528.0,221.5,177.0,0.000,0.000,GREEN
489,1,489,132,571,309,530.0,220.5,177.0,0.000,0.000,GREEN
489,2,434,64,526,185,480.0,124.5,121.0,0.000,0.000,GREEN
490,2,434,64,526,186,480.0,125.0,122.0,0.000,0.000,GREEN
490,1,489,132,572,308,530.5,220.0,176.0,0.000,0.000,GREEN
491,1,491,132,571,305,531.0,218.5,173.0,0.000,0.000,GREEN
491,2,433,64,526,195,479.5,129.5,131.0,0.000,0.000,GREEN
492,1,491,132,571,305,531.0,218.5,173.0,0.000,0.000,GREEN
492,2,432,64,526,196,479.0,130.0,132.0,0.000,0.000,GREEN
493,2,433,64,526,195,479.5,129.5,131.0,0.000,0.000,GREEN
493,1,493,132,571,305,532.0,218.5,173.0,0.000,0.000,GREEN
494,1,492,131,571,306,531.5,218.5,175.0,0.000,0.000,GREEN
494,2,433,64,525,197,479.0,130.5,133.0,0.000,0.000,GREEN
495,1,493,129,572,306,532.5,217.5,177.0,0.850,0.340,YELLOW
495,2,433,64,523,202,478.0,133.0,138.0,0.000,0.000,GREEN
496,1,493,128,572,307,532.5,217.5,179.0,0.850,0.544,YELLOW
496,2,433,64,523,205,478.0,134.5,141.0,0.000,0.000,GREEN
497,2,433,64,523,204,478.0,134.0,140.0,0.000,0.000,GREEN
497,1,494,128,572,307,533.0,217.5,179.0,0.850,0.666,YELLOW
498,1,493,127,572,309,532.5,218.0,182.0,0.850,0.740,YELLOW
498,2,441,64,523,205,482.0,134.5,141.0,0.000,0.000,GREEN
499,1,490,126,573,308,531.5,217.0,182.0,0.850,0.784,YELLOW
499,2,433,63,523,205,478.0,134.0,142.0,0.000,0.000,GREEN
500,2,432,63,521,206,476.5,134.5,143.0,0.000,0.000,GREEN
500,1,477,127,572,310,524.5,218.5,183.0,0.000,0.470,RED
501,2,431,63,523,207,477.0,135.0,144.0,0.000,0.000,GREEN
501,1,475,125,573,308,524.0,216.5,183.0,0.000,0.282,GREEN
502,2,431,63,523,207,477.0,135.0,144.0,0.000,0.000,GREEN
502,1,474,125,573,308,523.5,216.5,183.0,0.000,0.169,GREEN
503,2,431,63,523,207,477.0,135.0,144.0,0.000,0.000,GREEN
503,1,486,121,573,309,529.5,215.0,188.0,0.000,0.102,GREEN
504,2,432,63,522,206,477.0,134.5,143.0,0.000,0.000,GREEN
504,1,490,121,573,309,531.5,215.0,188.0,0.000,0.061,GREEN
505,2,431,63,523,206,477.0,134.5,143.0,0.000,0.000,GREEN
505,1,497,119,573,309,535.0,214.0,190.0,0.000,0.037,GREEN
506,1,496,116,572,310,534.0,213.0,194.0,0.000,0.022,GREEN
506,2,430,63,523,211,476.5,137.0,148.0,0.000,0.000,GREEN
507,1,495,117,572,310,533.5,213.5,193.0,0.000,0.013,GREEN
507,2,430,63,523,211,476.5,137.0,148.0,0.000,0.000,GREEN
508,1,498,117,572,310,535.0,213.5,193.0,0.000,0.008,GREEN
508,2,431,63,524,215,477.5,139.0,152.0,0.000,0.000,GREEN
509,1,496,114,572,310,534.0,212.0,196.0,0.000,0.005,GREEN
509,2,433,63,524,211,478.5,137.0,148.0,0.000,0.000,GREEN
510,1,497,116,572,309,534.5,212.5,193.0,0.000,0.003,GREEN
510,2,431,61,526,211,478.5,136.0,150.0,0.000,0.000,GREEN
511,1,497,116,572,309,534.5,212.5,193.0,0.000,0.002,GREEN
511,2,431,60,527,220,479.0,140.0,160.0,0.000,0.000,GREEN
512,1,497,116,572,309,534.5,212.5,193.0,0.000,0.001,GREEN
512,2,431,60,527,220,479.0,140.0,160.0,0.000,0.000,GREEN
513,1,494,112,571,309,532.5,210.5,197.0,0.000,0.001,GREEN
513,2,437,60,528,218,482.5,139.0,158.0,0.000,0.000,GREEN
514,1,495,111,572,310,533.5,210.5,199.0,0.000,0.000,GREEN
514,2,434,59,530,233,482.0,146.0,174.0,0.000,0.000,GREEN
515,1,494,110,571,309,532.5,209.5,199.0,0.000,0.000,GREEN
515,2,436,58,532,233,484.0,145.5,175.0,0.000,0.000,GREEN
516,1,492,110,571,309,531.5,209.5,199.0,0.000,0.000,GREEN
516,2,437,57,533,240,485.0,148.5,183.0,0.000,0.000,GREEN
517,2,437,56,533,240,485.0,148.0,184.0,0.000,0.000,GREEN
517,1,493,110,571,309,532.0,209.5,199.0,0.000,0.000,GREEN
518,1,494,110,571,309,532.5,209.5,199.0,0.000,0.000,GREEN
518,2,438,55,532,233,485.0,144.0,178.0,0.000,0.000,GREEN
519,2,432,57,531,235,481.5,146.0,178.0,0.000,0.000,GREEN
519,1,470,113,571,310,520.5,211.5,197.0,0.000,0.000,GREEN
520,2,440,58,530,247,485.0,152.5,189.0,0.000,0.000,GREEN
520,1,488,110,572,311,530.0,210.5,201.0,0.000,0.000,GREEN
521,1,495,109,573,313,534.0,211.0,204.0,0.000,0.000,GREEN
521,2,434,60,531,236,482.5,148.0,176.0,0.000,0.000,GREEN
522,1,495,109,573,313,534.0,211.0,204.0,0.000,0.000,GREEN
522,2,434,60,531,237,482.5,148.5,177.0,0.000,0.000,GREEN
523,1,494,113,574,315,534.0,214.0,202.0,0.000,0.000,GREEN
523,2,446,60,531,211,488.5,135.5,151.0,0.000,0.000,GREEN
524,1,493,113,574,317,533.5,215.0,204.0,0.000,0.000,GREEN
524,2,450,60,530,206,490.0,133.0,146.0,0.000,0.000,GREEN
525,1,493,115,575,322,534.0,218.5,207.0,0.000,0.000,GREEN
525,2,455,61,531,203,493.0,132.0,142.0,0.000,0.000,GREEN
526,1,492,115,576,324,534.0,219.5,209.0,0.000,0.000,GREEN
526,2,456,61,531,206,493.5,133.5,145.0,0.000,0.000,GREEN
527,1,492,115,576,323,534.0,219.0,208.0,0.000,0.000,GREEN
527,2,456,61,531,206,493.5,133.5,145.0,0.000,0.000,GREEN
528,1,493,115,577,326,535.0,220.5,211.0,0.000,0.000,GREEN
528,2,457,62,530,228,493.5,145.0,166.0,0.000,0.000,GREEN
529,2,458,61,531,229,494.5,145.0,168.0,0.000,0.000,GREEN
529,1,482,115,579,326,530.5,220.5,211.0,0.000,0.000,GREEN
530,1,481,117,580,326,530.5,221.5,209.0,0.000,0.000,GREEN
530,2,461,62,576,211,518.5,136.5,149.0,0.000,0.000,GREEN
531,1,481,116,580,326,530.5,221.0,210.0,0.000,0.000,GREEN
531,2,458,64,534,237,496.0,150.5,173.0,0.000,0.000,GREEN
532,1,481,116,580,326,530.5,221.0,210.0,0.000,0.000,GREEN
532,2,457,63,534,241,495.5,152.0,178.0,0.000,0.000,GREEN
533,1,480,117,583,325,531.5,221.0,208.0,0.000,0.000,GREEN
533,2,461,66,534,254,497.5,160.0,188.0,0.000,0.000,GREEN
534,1,480,118,584,324,532.0,221.0,206.0,0.000,0.000,GREEN
534,2,465,65,575,191,520.0,128.0,126.0,0.000,0.000,GREEN
535,1,481,120,586,324,533.5,222.0,204.0,0.000,0.000,GREEN
535,2,457,68,542,234,499.5,151.0,166.0,0.000,0.000,GREEN
536,1,483,123,588,325,535.5,224.0,202.0,0.000,0.000,GREEN
536,2,464,70,551,234,507.5,152.0,164.0,0.000,0.000,GREEN
537,1,483,123,588,325,535.5,224.0,202.0,0.000,0.000,GREEN
537,2,463,70,552,234,507.5,152.0,164.0,0.000,0.000,GREEN
538,1,482,125,591,325,536.5,225.0,200.0,0.000,0.000,GREEN
538,2,463,72,553,236,508.0,154.0,164.0,0.000,0.000,GREEN
539,2,458,73,555,237,506.5,155.0,164.0,0.000,0.000,GREEN
539,1,489,127,593,324,541.0,225.5,197.0,0.000,0.000,GREEN
540,1,490,127,595,325,542.5,226.0,198.0,0.000,0.000,GREEN
540,2,467,74,553,207,510.0,140.5,133.0,0.000,0.000,GREEN
541,2,467,75,554,202,510.5,138.5,127.0,0.000,0.000,GREEN
541,1,493,129,598,325,545.5,227.0,196.0,0.000,0.000,GREEN
542,1,493,129,598,326,545.5,227.5,197.0,0.000,0.000,GREEN
542,2,467,75,554,203,510.5,139.0,128.0,0.000,0.000,GREEN
543,1,496,131,600,325,548.0,228.0,194.0,0.000,0.000,GREEN
543,2,464,76,554,267,509.0,171.5,191.0,0.000,0.000,GREEN
544,2,459,78,558,278,508.5,178.0,200.0,0.000,0.000,GREEN
544,1,498,130,619,324,558.5,227.0,194.0,0.000,0.000,GREEN
545,2,460,81,555,282,507.5,181.5,201.0,0.000,0.000,GREEN
546,2,461,85,556,289,508.5,187.0,204.0,0.000,0.000,GREEN
546,1,494,135,621,324,557.5,229.5,189.0,0.000,0.000,GREEN
547,2,460,85,556,289,508.0,187.0,204.0,0.000,0.000,GREEN
547,1,494,135,621,324,557.5,229.5,189.0,0.000,0.000,GREEN
548,2,459,88,555,299,507.0,193.5,211.0,0.000,0.000,GREEN
548,1,500,137,616,324,558.0,230.5,187.0,0.000,0.000,GREEN
549,1,504,136,611,328,557.5,232.0,192.0,0.000,0.000,GREEN
549,2,463,92,553,308,508.0,200.0,216.0,0.000,0.000,GREEN
550,1,506,139,612,326,559.0,232.5,187.0,0.000,0.000,GREEN
550,2,462,95,554,315,508.0,205.0,220.0,0.000,0.000,GREEN
551,1,508,141,614,327,561.0,234.0,186.0,0.000,0.000,GREEN
551,2,461,95,554,326,507.5,210.5,231.0,0.000,0.000,GREEN
552,2,461,95,554,326,507.5,210.5,231.0,0.000,0.000,GREEN
552,1,508,141,614,327,561.0,234.0,186.0,0.000,0.000,GREEN
553,1,509,141,616,327,562.5,234.0,186.0,0.250,0.100,GREEN
553,2,457,99,554,328,505.5,213.5,229.0,0.000,0.000,GREEN
554,2,457,101,555,329,506.0,215.0,228.0,0.000,0.000,GREEN
554,1,508,142,619,328,563.5,235.0,186.0,0.000,0.060,GREEN
555,1,508,144,620,327,564.0,235.5,183.0,0.000,0.036,GREEN
555,2,456,104,555,329,505.5,216.5,225.0,0.000,0.000,GREEN
556,1,508,147,619,332,563.5,239.5,185.0,0.000,0.022,GREEN
556,2,452,105,556,330,504.0,217.5,225.0,0.000,0.000,GREEN
557,1,508,147,619,332,563.5,239.5,185.0,0.000,0.013,GREEN
557,2,452,105,556,330,504.0,217.5,225.0,0.000,0.000,GREEN
558,2,451,106,554,330,502.5,218.0,224.0,0.000,0.000,GREEN
558,1,511,149,622,339,566.5,244.0,190.0,0.000,0.008,GREEN
559,2,453,109,554,330,503.5,219.5,221.0,0.000,0.000,GREEN
559,1,518,151,624,352,571.0,251.5,201.0,0.000,0.005,GREEN
560,2,453,112,555,329,504.0,220.5,217.0,0.000,0.000,GREEN
560,1,520,151,628,360,574.0,255.5,209.0,0.000,0.003,GREEN
561,2,453,113,556,327,504.5,220.0,214.0,0.000,0.000,GREEN
561,1,525,154,631,367,578.0,260.5,213.0,0.000,0.002,GREEN
562,1,525,154,631,366,578.0,260.0,212.0,0.000,0.001,GREEN
562,2,453,113,556,327,504.5,220.0,214.0,0.000,0.000,GREEN
563,2,451,115,557,326,504.0,220.5,211.0,0.000,0.000,GREEN
563,1,530,157,635,374,582.5,265.5,217.0,0.000,0.001,GREEN
564,2,451,118,557,328,504.0,223.0,210.0,0.000,0.000,GREEN
564,1,535,158,641,378,588.0,268.0,220.0,0.000,0.000,GREEN
565,2,450,121,556,327,503.0,224.0,206.0,0.000,0.000,GREEN
565,1,537,160,642,384,589.5,272.0,224.0,0.000,0.000,GREEN
566,2,453,123,555,328,504.0,225.5,205.0,0.000,0.000,GREEN
566,1,541,166,647,384,594.0,275.0,218.0,0.000,0.000,GREEN
567,1,541,166,647,384,594.0,275.0,218.0,0.000,0.000,GREEN
567,2,453,123,555,328,504.0,225.5,205.0,0.000,0.000,GREEN
568,2,455,126,555,328,505.0,227.0,202.0,0.000,0.000,GREEN
568,1,541,169,651,386,596.0,277.5,217.0,0.000,0.000,GREEN
569,1,543,179,654,386,598.5,282.5,207.0,0.000,0.000,GREEN
569,2,451,128,553,336,502.0,232.0,208.0,0.000,0.000,GREEN
570,1,540,179,661,387,600.5,283.0,208.0,0.000,0.000,GREEN
570,2,457,133,554,344,505.5,238.5,211.0,0.000,0.000,GREEN
571,1,539,181,667,388,603.0,284.5,207.0,0.000,0.000,GREEN
571,2,456,138,555,357,505.5,247.5,219.0,0.000,0.000,GREEN
572,1,539,181,667,388,603.0,284.5,207.0,0.000,0.000,GREEN
572,2,456,138,555,358,505.5,248.0,220.0,0.000,0.000,GREEN
573,1,539,184,670,390,604.5,287.0,206.0,0.000,0.000,GREEN
573,2,459,141,559,368,509.0,254.5,227.0,0.000,0.000,GREEN
574,2,455,145,560,376,507.5,260.5,231.0,0.000,0.000,GREEN
574,1,542,188,676,390,609.0,289.0,202.0,0.000,0.000,GREEN
575,2,457,149,563,379,510.0,264.0,230.0,0.000,0.000,GREEN
575,1,548,190,679,389,613.5,289.5,199.0,0.000,0.000,GREEN
576,2,458,156,566,382,512.0,269.0,226.0,0.000,0.000,GREEN
576,1,557,198,682,388,619.5,293.0,190.0,0.000,0.000,GREEN
577,2,457,156,566,382,511.5,269.0,226.0,0.000,0.000,GREEN
577,1,557,199,681,388,619.0,293.5,189.0,0.000,0.000,GREEN
578,2,463,158,571,384,517.0,271.0,226.0,0.000,0.000,GREEN
578,1,562,197,689,387,625.5,292.0,190.0,0.000,0.000,GREEN
579,1,563,199,695,387,629.0,293.0,188.0,0.000,0.000,GREEN
579,2,471,161,575,385,523.0,273.0,224.0,0.000,0.000,GREEN
580,2,472,164,580,387,526.0,275.5,223.0,0.000,0.000,GREEN
580,1,571,207,697,388,634.0,297.5,181.0,0.000,0.000,GREEN
581,2,473,166,585,393,529.0,279.5,227.0,0.000,0.000,GREEN
581,1,573,207,709,388,641.0,297.5,181.0,0.000,0.000,GREEN
582,1,573,207,709,388,641.0,297.5,181.0,0.000,0.000,GREEN
582,2,475,167,585,390,530.0,278.5,223.0,0.000,0.000,GREEN
583,1,571,210,716,388,643.5,299.0,178.0,0.000,0.000,GREEN
583,2,477,168,596,390,536.5,279.0,222.0,0.000,0.000,GREEN
584,1,572,214,721,385,646.5,299.5,171.0,0.000,0.000,GREEN
584,2,473,172,602,391,537.5,281.5,219.0,0.000,0.000,GREEN
585,1,569,216,725,385,647.0,300.5,169.0,0.000,0.000,GREEN
585,2,482,174,616,389,549.0,281.5,215.0,0.000,0.000,GREEN
586,2,487,179,613,390,550.0,284.5,211.0,0.000,0.000,GREEN
586,1,572,218,734,389,653.0,303.5,171.0,0.000,0.000,GREEN
587,1,572,218,734,389,653.0,303.5,171.0,0.000,0.000,GREEN
